"","municipio","low_cost","max(precio_gasoleo_a)","min(precio_gasoleo_a)","mean(precio_gasoleo_a)","max(precio_gasolina_95_e5_premium)","min(precio_gasolina_95_e5_premium)","mean(precio_gasolina_95_e5_premium)"
"1653","Ferreries","low_cost",1.489,1.489,1.489,NA,NA,NA
"1654","Ferreruela de Huerva","low_cost",1.219,1.219,1.219,NA,NA,NA
"1655","Ferreruela de Huerva","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"1656","Ferrol","low_cost",1.399,1.337,1.368,NA,NA,NA
"1657","Ferrol","no_low_cost",1.409,1.369,1.395,NA,NA,NA
"1658","Figueres","low_cost",1.379,1.149,1.31042857142857,NA,NA,NA
"1659","Figueres","no_low_cost",1.389,1.299,1.37471428571429,NA,NA,NA
"1660","Fiñana","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"1661","Fines","low_cost",1.269,1.226,1.25133333333333,NA,NA,NA
"1662","Fines","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"1663","Finestrat","low_cost",1.369,1.245,1.3025,NA,NA,NA
"1664","Finestrat","no_low_cost",1.409,1.389,1.399,NA,NA,NA
"1665","Firgas","no_low_cost",1.089,1.089,1.089,NA,NA,NA
"1666","Fisterra","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"1667","Fitero","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"1668","Flix","low_cost",1.193,1.193,1.193,NA,NA,NA
"1669","Flix","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"1670","Fogars de la Selva","no_low_cost",1.425,1.425,1.425,1.624,1.624,1.624
"1671","Foios","low_cost",1.329,1.329,1.329,NA,NA,NA
"1672","Fondarella","no_low_cost",1.409,1.399,1.404,NA,NA,NA
"1673","Fonsagrada (A)","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"1674","Font d'En Carròs (la)","low_cost",1.289,1.289,1.289,NA,NA,NA
"1675","Font de la Figuera (la)","low_cost",1.409,1.329,1.369,NA,NA,NA
"1676","Font de la Figuera (la)","no_low_cost",1.399,1.269,1.35566666666667,NA,NA,NA
"1677","Fontanar","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"1678","Fontanars dels Alforins","low_cost",1.249,1.249,1.249,NA,NA,NA
"1679","Fontanilles","low_cost",1.379,1.379,1.379,NA,NA,NA
"1680","Fontellas","no_low_cost",1.419,1.399,1.40566666666667,NA,NA,NA
"1681","Fontioso","no_low_cost",1.439,1.419,1.429,NA,NA,NA
"1682","Fontiveros","low_cost",1.329,1.329,1.329,NA,NA,NA
"1683","Fonz","low_cost",NA,NA,NA,NA,NA,NA
"1684","Forallac","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"1685","Forcall","low_cost",1.379,1.379,1.379,NA,NA,NA
"1686","Forcarei","low_cost",1.279,1.279,1.279,NA,NA,NA
"1687","Forcarei","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"1688","Formentera","no_low_cost",1.509,1.499,1.504,NA,NA,NA
"1689","Formentera del Segura","low_cost",1.405,1.289,1.347,NA,NA,NA
"1690","Fornells de la Selva","low_cost",1.232,1.232,1.232,NA,NA,NA
"1691","Fortià","no_low_cost",1.374,1.359,1.3665,NA,NA,NA
"1692","Fortuna","low_cost",1.249,1.249,1.249,NA,NA,NA
"1693","Fortuna","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"1694","Foz","no_low_cost",1.439,1.425,1.432,NA,NA,NA
"1695","Frades","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"1696","Fraga","low_cost",1.469,1.193,1.37216666666667,NA,NA,NA
"1697","Fraga","no_low_cost",1.41,1.399,1.40571428571429,NA,NA,NA
"1698","Frailes","low_cost",1.359,1.26,1.3095,NA,NA,NA
"1699","Franco (El)","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"1700","Frandovínez","no_low_cost",1.429,1.429,1.429,NA,NA,NA
"1701","Franqueses del Vallès (Les)","low_cost",1.369,1.236,1.288,NA,NA,NA
"1702","Franqueses del Vallès (Les)","no_low_cost",1.449,1.389,1.419,NA,NA,NA
"1703","Frasno (El)","low_cost",1.349,1.349,1.349,NA,NA,NA
"1704","Fregenal de la Sierra","low_cost",1.325,1.325,1.325,NA,NA,NA
"1705","Fregenal de la Sierra","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"1706","Freila","no_low_cost",1.399,1.399,1.399,1.659,1.659,1.659
"1707","Fresno Alhándiga","no_low_cost",1.398,1.398,1.398,NA,NA,NA
"1708","Fresno de Cantespino","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"1709","Fresno de la Vega","low_cost",1.335,1.335,1.335,NA,NA,NA
"1710","Fresno del Río","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"1711","Frigiliana","no_low_cost",1.388,1.388,1.388,NA,NA,NA
"1712","Friol","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"1713","Frómista","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"1714","Frontera","low_cost",1.352,1.352,1.352,NA,NA,NA
"1715","Fuencaliente","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"1716","Fuencaliente de la Palma","low_cost",1.149,1.149,1.149,NA,NA,NA
"1717","Fuendejalón","low_cost",1.25,1.25,1.25,NA,NA,NA
"1718","Fuendejalón","no_low_cost",1.359,1.359,1.359,NA,NA,NA
"1719","Fuengirola","low_cost",1.419,1.187,1.30766666666667,NA,NA,NA
"1720","Fuengirola","no_low_cost",1.419,1.379,1.401,NA,NA,NA
"1721","Fuenlabrada","low_cost",NA,NA,NA,NA,NA,NA
"1722","Fuenlabrada","no_low_cost",1.429,1.339,1.39555555555556,NA,NA,NA
"1723","Fuenlabrada de los Montes","low_cost",1.322,1.322,1.322,NA,NA,NA
"1724","Fuenmayor","low_cost",1.375,1.375,1.375,NA,NA,NA
"1725","Fuensalida","low_cost",NA,NA,NA,NA,NA,NA
"1726","Fuensalida","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"1727","Fuente Álamo de Murcia","low_cost",NA,NA,NA,NA,NA,NA
"1728","Fuente Álamo de Murcia","no_low_cost",1.379,1.369,1.37233333333333,NA,NA,NA
"1729","Fuente de Cantos","no_low_cost",1.429,1.379,1.409,NA,NA,NA
"1730","Fuente de Pedro Naharro","low_cost",NA,NA,NA,NA,NA,NA
"1731","Fuente de Piedra","low_cost",1.325,1.325,1.325,NA,NA,NA
"1732","Fuente de San Esteban (La)","no_low_cost",1.405,1.405,1.405,NA,NA,NA
"1733","Fuente del Arco","low_cost",1.409,1.409,1.409,NA,NA,NA
"1734","Fuente del Maestre","low_cost",1.192,1.192,1.192,NA,NA,NA
"1735","Fuente del Maestre","no_low_cost",1.419,1.409,1.414,NA,NA,NA
"1736","Fuente el Fresno","low_cost",1.349,1.289,1.319,NA,NA,NA
"1737","Fuente el Saz de Jarama","no_low_cost",1.439,1.359,1.409,NA,NA,NA
"1738","Fuente Obejuna","low_cost",1.329,1.329,1.329,NA,NA,NA
"1739","Fuente Obejuna","no_low_cost",1.369,1.369,1.369,1.509,1.509,1.509
"1740","Fuente Palmera","low_cost",1.349,1.249,1.31233333333333,NA,NA,NA
"1741","Fuente Palmera","no_low_cost",1.399,1.339,1.369,NA,NA,NA
"1742","Fuente Vaqueros","low_cost",1.299,1.278,1.2885,NA,NA,NA
"1743","Fuente-Álamo","low_cost",1.339,1.26,1.2995,NA,NA,NA
"1744","Fuente-Tójar","no_low_cost",1.299,1.299,1.299,NA,NA,NA
"1745","Fuentealbilla","low_cost",1.349,1.349,1.349,NA,NA,NA
"1746","Fuentecén","low_cost",1.299,1.299,1.299,NA,NA,NA
"1747","Fuentepelayo","low_cost",1.299,1.299,1.299,NA,NA,NA
"1748","Fuenterrobles","low_cost",1.379,1.379,1.379,NA,NA,NA
"1749","Fuentes Calientes","low_cost",NA,NA,NA,NA,NA,NA
"1750","Fuentes Claras","low_cost",NA,NA,NA,NA,NA,NA
"1751","Fuentes de Andalucía","low_cost",1.299,1.299,1.299,NA,NA,NA
"1752","Fuentes de Andalucía","no_low_cost",1.399,1.289,1.36166666666667,NA,NA,NA
"1753","Fuentes de Ebro","low_cost",NA,NA,NA,NA,NA,NA
"1754","Fuentes de Ebro","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"1755","Fuentes de León","low_cost",1.379,1.379,1.379,NA,NA,NA
"1756","Fuentes de Nava","low_cost",1.409,1.409,1.409,NA,NA,NA
"1757","Fuentes de Oñoro","no_low_cost",1.409,1.389,1.394,NA,NA,NA
"1758","Fuentesaúco","low_cost",1.379,1.379,1.379,NA,NA,NA
"1759","Fuentesaúco de Fuentidueña","low_cost",1.289,1.289,1.289,NA,NA,NA
"1760","Fuentespina","no_low_cost",1.405,1.405,1.405,1.561,1.561,1.561
"1761","Fuentidueña de Tajo","no_low_cost",1.439,1.439,1.439,NA,NA,NA
"1762","Fuerte del Rey","low_cost",1.349,1.269,1.309,NA,NA,NA
"1763","Fuliola (La)","low_cost",1.229,1.229,1.229,NA,NA,NA
"1764","Funes","low_cost",1.279,1.279,1.279,NA,NA,NA
"1765","Fustiñana","low_cost",1.299,1.259,1.279,NA,NA,NA
"1766","Gabias (Las)","low_cost",1.299,1.299,1.299,NA,NA,NA
"1767","Gádor","no_low_cost",1.382,1.382,1.382,NA,NA,NA
"1768","Galapagar","low_cost",1.376,1.376,1.376,NA,NA,NA
"1769","Galapagar","no_low_cost",1.409,1.369,1.3855,NA,NA,NA
"1770","Galar","low_cost",1.334,1.239,1.2834,NA,NA,NA
"1771","Galdakao","low_cost",1.449,1.279,1.33566666666667,NA,NA,NA
"1772","Galdakao","no_low_cost",1.449,1.449,1.449,NA,NA,NA
"1773","Gáldar","low_cost",1.099,0.939,0.992333333333333,NA,NA,NA
"1774","Galera","low_cost",1.359,1.359,1.359,NA,NA,NA
"1775","Galera (La)","low_cost",NA,NA,NA,1.383,1.383,1.383
"1776","Galera (La)","no_low_cost",1.339,1.339,1.339,NA,NA,NA
"1777","Galindo y Perahuy","low_cost",1.326,1.326,1.326,NA,NA,NA
"1778","Galisteo","no_low_cost",1.399,1.399,1.399,1.589,1.589,1.589
"1779","Gallardos (Los)","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"1780","Gallocanta","low_cost",NA,NA,NA,NA,NA,NA
"1781","Gallur","low_cost",1.384,1.26,1.322,NA,NA,NA
"1782","Gallur","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"1783","Gálvez","low_cost",1.289,1.217,1.253,NA,NA,NA
"1784","Gamones","low_cost",1.349,1.349,1.349,NA,NA,NA
"1785","Gandesa","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"1786","Gandia","low_cost",1.379,1.225,1.30611111111111,NA,NA,NA
"1787","Gandia","no_low_cost",1.379,1.319,1.354625,NA,NA,NA
"1788","Garachico","low_cost",1.119,1.119,1.119,NA,NA,NA
"1789","Garafía","low_cost",1.204,1.204,1.204,NA,NA,NA
"1790","Garcillán","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"1791","Garriga (La)","low_cost",1.369,1.239,1.28733333333333,NA,NA,NA
"1792","Garriga (La)","no_low_cost",1.449,1.319,1.39233333333333,NA,NA,NA
"1793","Garrigàs","no_low_cost",1.435,1.429,1.432,NA,NA,NA
"1794","Garrobo (El)","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"1795","Garrovillas de Alconétar","low_cost",1.379,1.379,1.379,NA,NA,NA
"1796","Gastor (El)","low_cost",1.399,1.399,1.399,NA,NA,NA
"1797","Gata de Gorgos","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"1798","Gaucín","low_cost",1.35,1.35,1.35,NA,NA,NA
"1799","Gavà","low_cost",1.439,1.185,1.3285,NA,NA,NA
"1800","Gavà","no_low_cost",1.425,1.409,1.4135,NA,NA,NA
"1801","Gelida","low_cost",1.409,1.389,1.399,NA,NA,NA
"1802","Gelsa","low_cost",NA,NA,NA,NA,NA,NA
"1803","Gelves","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"1804","Genovés","low_cost",1.199,1.199,1.199,NA,NA,NA
"1805","Gerena","low_cost",1.349,1.319,1.334,NA,NA,NA
"1806","Gerena","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"1807","Gerindote","low_cost",1.349,1.349,1.349,NA,NA,NA
"1808","Gernika-Lumo","low_cost",1.369,1.369,1.369,NA,NA,NA
"1809","Gernika-Lumo","no_low_cost",1.439,1.429,1.434,NA,NA,NA
"1810","Getafe","low_cost",1.429,1.289,1.37714285714286,NA,NA,NA
"1811","Getafe","no_low_cost",1.439,1.369,1.41918181818182,NA,NA,NA
"1812","Getxo","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"1813","Gibraleón","low_cost",1.25,1.25,1.25,NA,NA,NA
"1814","Gibraleón","no_low_cost",1.439,1.439,1.439,NA,NA,NA
"1815","Gijón","low_cost",NA,NA,NA,NA,NA,NA
"1816","Gijón","no_low_cost",1.409,1.329,1.39247826086957,NA,NA,NA
"1817","Gilena","low_cost",1.309,1.29,1.30266666666667,NA,NA,NA
"1818","Gimenells i el Pla de la Font","low_cost",1.25,1.25,1.25,NA,NA,NA
"1819","Gimenells i el Pla de la Font","no_low_cost",1.405,1.405,1.405,NA,NA,NA
"1820","Gines","low_cost",1.369,1.299,1.32233333333333,NA,NA,NA
"1821","Gines","no_low_cost",1.409,1.379,1.39233333333333,NA,NA,NA
"1822","Gineta (La)","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"1823","Girona","low_cost",1.379,1.219,1.29615384615385,NA,NA,NA
"1824","Girona","no_low_cost",1.395,1.264,1.36355555555556,NA,NA,NA
"1825","Gironella","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"1826","Godella","low_cost",1.379,1.329,1.354,NA,NA,NA
"1827","Godella","no_low_cost",1.359,1.359,1.359,NA,NA,NA
"1828","Godelleta","low_cost",1.295,1.295,1.295,NA,NA,NA
"1829","Godelleta","no_low_cost",1.289,1.289,1.289,NA,NA,NA
"1830","Golmayo","low_cost",1.279,1.279,1.279,NA,NA,NA
"1831","Golmés","low_cost",1.239,1.19,1.20933333333333,NA,NA,NA
"1832","Golosalvo","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"1833","Gomezserracín","no_low_cost",1.449,1.449,1.449,NA,NA,NA
"1834","Gondomar","no_low_cost",1.439,1.439,1.439,NA,NA,NA
"1835","Gor","low_cost",1.359,1.359,1.359,NA,NA,NA
"1836","Gor","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"1837","Gordexola","low_cost",1.277,1.277,1.277,NA,NA,NA
"1838","Gorliz","low_cost",1.318,1.318,1.318,NA,NA,NA
"1839","Gozón","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"1840","Grado","low_cost",1.299,1.299,1.299,NA,NA,NA
"1841","Grado","no_low_cost",1.375,1.369,1.372,NA,NA,NA
"1842","Grado (El)","low_cost",1.349,1.349,1.349,NA,NA,NA
"1843","Grado (El)","no_low_cost",1.396,1.396,1.396,NA,NA,NA
"1844","Graja de Iniesta","low_cost",NA,NA,NA,NA,NA,NA
"1845","Grajera","no_low_cost",1.426,1.426,1.426,NA,NA,NA
"1846","Granada","low_cost",NA,NA,NA,NA,NA,NA
"1847","Granada","no_low_cost",1.389,1.339,1.36953333333333,NA,NA,NA
"1848","Granada (La)","no_low_cost",1.409,1.359,1.384,NA,NA,NA
"1849","Granadilla de Abona","low_cost",1.103,1.083,1.0895,NA,NA,NA
"1850","Granadilla de Abona","no_low_cost",1.109,1.089,1.09775,NA,NA,NA
"1851","Granado (El)","no_low_cost",1.359,1.359,1.359,NA,NA,NA
"1852","Granátula de Calatrava","low_cost",1.3,1.3,1.3,NA,NA,NA
"1853","Grandas de Salime","low_cost",1.399,1.399,1.399,NA,NA,NA
"1854","Grañén","low_cost",1.26,1.26,1.26,NA,NA,NA
"1855","Grañén","no_low_cost",1.339,1.339,1.339,NA,NA,NA
"1856","Granja de Moreruela","low_cost",1.409,1.409,1.409,NA,NA,NA
"1857","Granja de Rocamora","low_cost",1.299,1.299,1.299,NA,NA,NA
"1858","Granja de Rocamora","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"1859","Granja de Torrehermosa","low_cost",NA,NA,NA,NA,NA,NA
"1860","Granja de Torrehermosa","no_low_cost",1.449,1.449,1.449,NA,NA,NA
"1861","Granollers","low_cost",1.439,1.241,1.3067,NA,NA,NA
"1862","Granollers","no_low_cost",1.469,1.299,1.37233333333333,NA,NA,NA
"1863","Granyanella","low_cost",1.419,1.419,1.419,NA,NA,NA
"1864","Granyanella","no_low_cost",1.415,1.399,1.407,NA,NA,NA
"1865","Graus","low_cost",1.369,1.349,1.359,NA,NA,NA
"1866","Grazalema","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"1867","Grijota","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"1868","Griñón","low_cost",1.359,1.359,1.359,NA,NA,NA
"1869","Griñón","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"1870","Grove (O)","no_low_cost",1.429,1.429,1.429,NA,NA,NA
"1871","Guadahortuna","no_low_cost",1.359,1.359,1.359,NA,NA,NA
"1872","Guadalajara","low_cost",NA,NA,NA,NA,NA,NA
"1873","Guadalajara","no_low_cost",1.429,1.269,1.394,NA,NA,NA
"1874","Guadalcanal","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"1875","Guadalix de la Sierra","no_low_cost",1.469,1.469,1.469,NA,NA,NA
"1876","Guadalupe","low_cost",1.359,1.359,1.359,NA,NA,NA
"1877","Guadalupe","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"1878","Guadamur","low_cost",1.339,1.298,1.31533333333333,NA,NA,NA
"1879","Guadarrama","low_cost",1.419,1.287,1.335,NA,NA,NA
"1880","Guadarrama","no_low_cost",1.429,1.389,1.409,NA,NA,NA
"1881","Guadasequies","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"1882","Guadassuar","low_cost",1.279,1.279,1.279,NA,NA,NA
"1883","Guadix","low_cost",1.404,1.31,1.363,NA,NA,NA
"1884","Guadix","no_low_cost",1.399,1.389,1.394,NA,NA,NA
"1885","Gualba","low_cost",1.429,1.429,1.429,NA,NA,NA
"1886","Gualchos","low_cost",1.369,1.253,1.311,NA,NA,NA
"1887","Gualchos","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"1888","Guancha (La)","low_cost",1.114,1.081,1.09466666666667,NA,NA,NA
"1889","Guarda (A)","low_cost",1.389,1.309,1.349,NA,NA,NA
"1890","Guarda (A)","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"1891","Guardamar del Segura","low_cost",1.379,1.309,1.344,NA,NA,NA
"1892","Guardamar del Segura","no_low_cost",1.395,1.369,1.3774,NA,NA,NA
"1893","Guardia (La)","no_low_cost",1.439,1.405,1.42433333333333,NA,NA,NA
"1894","Guardia de Jaén (La)","low_cost",1.339,1.339,1.339,NA,NA,NA
"1895","Guardia de Jaén (La)","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"1896","Guardiola de Berguedà","low_cost",1.425,1.425,1.425,NA,NA,NA
"1897","Guardo","low_cost",1.369,1.319,1.344,NA,NA,NA
"1898","Guareña","low_cost",1.289,1.262,1.2755,NA,NA,NA
"1899","Guarromán","low_cost",NA,NA,NA,NA,NA,NA
"1900","Guarromán","no_low_cost",1.419,1.404,1.41275,NA,NA,NA
"1901","Gudiña (A)","low_cost",1.379,1.379,1.379,NA,NA,NA
"1902","Gudiña (A)","no_low_cost",1.429,1.419,1.424,NA,NA,NA
"1903","Güejar Sierra","no_low_cost",1.349,1.349,1.349,NA,NA,NA
"1904","Güeñes","low_cost",1.429,1.429,1.429,NA,NA,NA
"1905","Güevéjar","low_cost",1.279,1.279,1.279,NA,NA,NA
"1906","Guía de Isora","low_cost",1.152,1.112,1.13366666666667,NA,NA,NA
"1907","Guía de Isora","no_low_cost",1.153,1.124,1.14333333333333,NA,NA,NA
"1908","Guijo de Galisteo","low_cost",1.358,1.358,1.358,NA,NA,NA
"1909","Guijo de Granadilla","low_cost",1.288,1.288,1.288,NA,NA,NA
"1910","Guijuelo","low_cost",1.399,1.299,1.349,NA,NA,NA
"1911","Guijuelo","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"1912","Guillena","low_cost",1.339,1.295,1.30966666666667,NA,NA,NA
"1913","Guillena","no_low_cost",1.399,1.339,1.37233333333333,NA,NA,NA
"1914","Güímar","low_cost",1.109,1.089,1.102,NA,NA,NA
"1915","Güímar","no_low_cost",1.094,1.094,1.094,NA,NA,NA
"1916","Guissona","low_cost",1.189,1.189,1.189,NA,NA,NA
"1917","Guissona","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"1918","Guitiriz","low_cost",1.439,1.439,1.439,NA,NA,NA
"1919","Guitiriz","no_low_cost",1.409,1.389,1.4015,NA,NA,NA
"1920","Gumiel de Izán","low_cost",1.439,1.439,1.439,NA,NA,NA
"1921","Guntín","low_cost",1.399,1.399,1.399,NA,NA,NA
"1922","Guntín","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"1923","Gurb","no_low_cost",1.425,1.425,1.425,NA,NA,NA
"1924","Gurrea de Gállego","low_cost",1.228,1.228,1.228,NA,NA,NA
"1925","Gurrea de Gállego","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"1926","Haba (La)","low_cost",1.425,1.425,1.425,NA,NA,NA
"1927","Haría","low_cost",1.169,1.139,1.154,NA,NA,NA
"1928","Haro","low_cost",1.419,1.309,1.3865,NA,NA,NA
"1929","Hazas de Cesto","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"1930","Hellín","low_cost",1.444,1.287,1.3575,NA,NA,NA
"1931","Hellín","no_low_cost",1.419,1.399,1.409,NA,NA,NA
"1932","Herencia","low_cost",1.399,1.209,1.28766666666667,NA,NA,NA
"1933","Herencia","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"1934","Hermigua","low_cost",1.33,1.33,1.33,NA,NA,NA
"1935","Hernani","low_cost",1.449,1.439,1.44566666666667,NA,NA,NA
"1936","Hernani","no_low_cost",1.459,1.459,1.459,NA,NA,NA
"1937","Hernansancho","low_cost",1.419,1.419,1.419,NA,NA,NA
"1938","Herrera","low_cost",1.339,1.267,1.303,NA,NA,NA
"1939","Herrera","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"1940","Herrera de los Navarros","low_cost",1.278,1.278,1.278,NA,NA,NA
"1941","Herrera de Pisuerga","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"1942","Herrera del Duque","low_cost",1.389,1.389,1.389,NA,NA,NA
"1943","Herrera del Duque","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"1944","Herreruela de Oropesa","low_cost",1.385,1.385,1.385,NA,NA,NA
"1945","Herrumblar (El)","low_cost",1.22,1.22,1.22,NA,NA,NA
"1946","Higuera de la Sierra","low_cost",1.368,1.368,1.368,NA,NA,NA
"1947","Higuera de Vargas","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"1948","Higuera la Real","low_cost",1.299,1.299,1.299,NA,NA,NA
"1949","Higueruela","low_cost",1.379,1.379,1.379,NA,NA,NA
"1950","Híjar","low_cost",1.358,1.218,1.288,NA,NA,NA
"1951","Hinojos","low_cost",1.349,1.349,1.349,NA,NA,NA
"1952","Hinojosa (La)","low_cost",1.29,1.29,1.29,NA,NA,NA
"1953","Hinojosa del Duque","low_cost",1.315,1.224,1.27966666666667,NA,NA,NA
"1954","Hinojosos (Los)","low_cost",1.288,1.288,1.288,NA,NA,NA
"1955","Hito (El)","low_cost",1.279,1.279,1.279,NA,NA,NA
"1956","Hito (El)","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"1957","Hondarribia","low_cost",1.309,1.309,1.309,NA,NA,NA
"1958","Hondarribia","no_low_cost",1.429,1.429,1.429,NA,NA,NA
"1959","Hondón de las Nieves","no_low_cost",1.369,1.369,1.369,NA,NA,NA
"1960","Hondón de los Frailes","low_cost",1.329,1.329,1.329,NA,NA,NA
"1961","Honrubia","low_cost",1.419,1.419,1.419,NA,NA,NA
"1962","Honrubia","no_low_cost",1.429,1.404,1.4165,NA,NA,NA
"1963","Hontalbilla","low_cost",1.419,1.419,1.419,NA,NA,NA
"1964","Horcajo de la Sierra","low_cost",1.459,1.459,1.459,NA,NA,NA
"1965","Horcajo de los Montes","low_cost",1.249,1.249,1.249,NA,NA,NA
"1966","Horcajo de Santiago","low_cost",NA,NA,NA,NA,NA,NA
"1967","Horcajo Medianero","no_low_cost",1.389,1.389,1.389,NA,NA,NA
"1968","Hormilla","low_cost",1.379,1.379,1.379,NA,NA,NA
"1969","Hornachos","low_cost",1.459,1.264,1.3615,NA,NA,NA
"1970","Hornachuelos","no_low_cost",1.379,1.359,1.369,NA,NA,NA
"1971","Horta de Sant Joan","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"1972","Hospital de Órbigo","low_cost",1.349,1.349,1.349,NA,NA,NA
"1973","Hospital de Órbigo","no_low_cost",1.415,1.415,1.415,NA,NA,NA
"1974","Hospitalet de Llobregat (L')","low_cost",NA,NA,NA,NA,NA,NA
"1975","Hospitalet de Llobregat (L')","no_low_cost",1.459,1.279,1.42283333333333,NA,NA,NA
"1976","Hostalric","low_cost",1.279,1.279,1.279,NA,NA,NA
"1977","Hostalric","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"1978","Hoya-Gonzalo","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"1979","Hoyo de Manzanares","no_low_cost",1.425,1.425,1.425,NA,NA,NA
"1980","Hoyo de Pinares (El)","no_low_cost",1.419,1.419,1.419,NA,NA,NA
"1981","Huarte/Uharte","low_cost",1.419,1.319,1.375,NA,NA,NA
"1982","Huarte/Uharte","no_low_cost",1.439,1.439,1.439,NA,NA,NA
"1983","Huelma","low_cost",1.342,1.342,1.342,NA,NA,NA
"1984","Huelma","no_low_cost",1.282,1.282,1.282,NA,NA,NA
"1985","Huelva","low_cost",1.409,1.305,1.3845,NA,NA,NA
"1986","Huelva","no_low_cost",1.429,1.344,1.3944,NA,NA,NA
"1987","Huéneja","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"1988","Huércal de Almería","low_cost",1.279,1.279,1.279,NA,NA,NA
"1989","Huércal de Almería","no_low_cost",1.399,1.399,1.399,NA,NA,NA
"1990","Huércal-Overa","low_cost",1.379,1.247,1.3108,NA,NA,NA
"1991","Huércal-Overa","no_low_cost",1.399,1.359,1.383,NA,NA,NA
"1992","Huércanos","low_cost",1.26,1.26,1.26,NA,NA,NA
"1993","Huerta de Rey","no_low_cost",1.409,1.409,1.409,NA,NA,NA
"1994","Huerta de Valdecarábanos","low_cost",1.329,1.329,1.329,NA,NA,NA
"1995","Huesa","low_cost",1.359,1.22,1.2895,NA,NA,NA
"1996","Huesca","low_cost",1.359,1.189,1.27,NA,NA,NA
"1997","Huesca","no_low_cost",1.369,1.359,1.3658,NA,NA,NA
"1998","Huéscar","low_cost",1.388,1.289,1.33666666666667,NA,NA,NA
"1999","Huéscar","no_low_cost",1.349,1.349,1.349,NA,NA,NA
"2000","Huete","low_cost",1.367,1.249,1.308,NA,NA,NA
"2001","Huete","no_low_cost",1.409,1.399,1.404,NA,NA,NA
"2002","Huétor de Santillán","low_cost",1.389,1.389,1.389,NA,NA,NA
"2003","Huétor Tájar","low_cost",1.399,1.33,1.3572,NA,NA,NA
"2004","Huétor Tájar","no_low_cost",1.399,1.369,1.384,NA,NA,NA
"2005","Huétor Vega","low_cost",1.379,1.379,1.379,NA,NA,NA
"2006","Huétor Vega","no_low_cost",1.369,1.369,1.369,1.579,1.579,1.579
"2007","Huévar del Aljarafe","no_low_cost",1.379,1.379,1.379,NA,NA,NA
"2008","Humanes","no_low_cost",1.385,1.385,1.385,NA,NA,NA
